wind_speed,temp,prs,hum,pow_out
7.484,2.509,975.137,67.6541,43.8985
6.809,2.79,974.844,67.5153,47.056
8.59,2.638,974.852,68.4402,51.399
8.5,2.644,974.555,68.7128,58.0645
8.84,2.647,974.253,69.2235,61.4785
10.61,2.87,973.931,68.9501,64.4159
11.65,3.003,973.654,68.0606,63.8478
10.92,3.053,973.663,67.6492,65.211
7.907,3.268,973.951,64.4393,54.5634
8.93,3.532,973.961,60.5459,44.0935
7.787,3.658,974.258,60.5461,40.9093
7.968,3.644,973.937,61.3673,41.7111
8.13,3.587,973.942,62.0173,45.8567
9.21,3.704,973.365,60.2027,45.8678
8.55,3.787,973.663,60.2735,47.1499
6.664,3.751,973.366,62.05,45.1436
7.823,3.706,973.364,62.2543,41.0165
7.242,3.734,973.363,63.4827,37.0187
6.965,3.67,973.217,64.1701,31.6907
7.161,3.623,972.772,64.5796,31.9124
7.082,3.536,972.772,64.1673,31.2806
6.58,3.634,972.772,64.5763,29.9061
6.557,3.667,973.067,63.6882,31.5688
7.752,3.728,973.332,62.3889,32.7881
8.58,3.884,973.363,61.0907,38.3894
9.37,3.917,973.217,61.5674,43.5105
8.1,3.806,973.648,62.8017,46.1634
6.926,3.695,973.662,63.1417,46.3371
6.478,3.654,973.953,62.937,44.412
6.888,3.566,973.958,63.4824,43.8356
6.746,3.535,973.961,62.3919,46.156
7.474,3.532,973.804,63.3443,46.0082
7.938,3.583,973.652,63.0719,46.1228
8.96,3.656,973.786,62.2548,41.6187
8.29,3.598,973.921,62.7306,36.5531
7.186,3.527,973.948,63.0744,31.5466
6.758,3.341,974.09,64.0302,27.2495
6.583,3.29,974.382,63.6211,19.058
6.934,3.286,974.248,63.0753,17.6872
6.473,3.282,974.242,63.0085,19.6233
6.646,3.261,974.543,63.6908,19.8561
6.565,3.321,974.398,63.8979,16.213
6.532,3.306,974.55,65.2967,14.857
5.732,3.466,974.406,64.3418,14.5983
6.318,3.531,974.539,63.0776,21.9991
6.876,3.689,973.905,61.4374,26.965
7.792,3.614,973.961,61.984,32.6957
7.438,3.521,973.811,63.4186,29.1006
7.39,3.249,973.663,64.4455,26.4255
7.655,3.341,973.491,63.6255,25.7863
7.023,3.275,973.64,65.129,26.3923
6.468,3.178,973.8,64.8556,22.6753
6.623,3.029,973.663,64.7189,17.266
6.198,3.054,973.663,64.924,17.5468
6.096,3.129,973.366,63.9672,20.7022
5.875,3.424,973.366,62.6687,23.6507
5.373,3.316,973.069,63.4546,19.9152
5.325,3.264,972.772,64.5823,20.1739
5.903,3.158,972.772,66.8375,20.0778
6.438,3.245,972.474,67.3842,19.2243
6.898,3.12,972.474,68.136,19.0543
6.651,3.055,972.474,69.1611,20.9646
6.376,3.27,972.177,69.7762,18.5851
6.496,3.33,972.177,71.0063,18.1158
5.126,3.3,972.177,71.6897,14.7572
5.429,3.158,972.177,73.0565,16.3275
4.66,3.072,972.177,74.6967,13.0059
5.747,3.03,971.88,74.3892,12.3666
5.994,3.164,972.028,74.8334,12.8802
5.577,3.31,971.88,75.7218,12.9504
5.065,3.135,971.583,78.4555,13.6857
4.96,3.471,971.583,79.3439,11.4319
3.789,3.522,971.583,75.2435,10.1202
3.331,3.778,971.583,73.9791,11.8605
4.535,3.609,971.583,75.1409,10.8592
1.731,3.375,971.137,74.0133,8.01412
2.994,3.249,971.285,76.2686,3.63203
3.104,2.876,971.583,77.362,1.58878
4.545,2.867,973.366,78.1138,11.5391
4.701,2.98,973.663,76.9178,5.84894
5.997,3.214,973.662,73.5337,6.72092
5.872,3.053,973.803,74.2117,5.00652
5.589,3.672,973.916,71.3412,6.04846
4.151,4.056,974.269,70.9822,6.13714
3.109,4.382,974.555,71.392,3.76505
2.528,4.511,975.149,69.2283,2.25755
2.177,4.944,976.171,69.4554,1.47794
3.545,5.252,976.337,68.7724,1.25255
3.448,5.081,976.336,69.5823,1.51119
4.736,4.721,976.336,72.3115,1.84003
5.039,4.637,976.336,71.2244,3.22191
4.176,4.736,976.484,71.026,3.55444
4.079,5.167,976.336,69.5912,3.63573
4.331,5.136,976.336,70.5822,3.06303
4.186,5.389,976.039,70.6505,2.78591
3.86,5.518,976.336,69.6229,2.23538
3.736,5.912,975.89,68.7611,1.07889
3.42,5.841,975.551,69.1704,0.295588
3.173,5.963,975.418,67.7377,0.0812866
4.044,5.961,975.109,69.2728,0.284503
3.478,5.914,975.143,69.3764,0.343621
3.168,5.934,974.999,68.9401,0.0332536
2.928,6.104,974.85,68.226,-0.169963
3.356,6.163,974.85,67.4748,-0.269724
3.048,6.32,975.148,63.9918,-0.299282
2.312,6.502,975.148,63.0348,-0.280808
2.915,6.777,975.118,62.6846,-0.280808
1.636,6.638,974.691,63.5712,-0.280808
1.337,6.481,974.553,64.1519,-0.251249
0.771,6.376,974.256,64.4008,-0.295588
0.076,6.469,973.959,63.7186,-0.280808
3.85,5.317,973.781,78.4019,-0.262334
2.956,4.925,973.662,79.5643,-0.232775
2.755,4.829,973.663,80.4082,-0.280808
1.13,4.699,973.663,80.6149,-0.280808
2.098,4.612,973.068,79.8634,-0.291893
2.202,4.55,973.366,81.0931,-0.280808
1.275,4.495,973.375,81.5713,-0.280808
1.981,4.518,973.556,81.6475,-0.158878
2.098,4.499,973.954,80.6704,-0.00738971
1.795,4.494,973.806,80.0939,0.0184742
1.441,4.52,973.663,79.5437,-0.0258639
1.505,4.627,973.663,78.7236,-0.195827
1.945,4.739,973.663,77.0163,-0.288198
1.826,5.084,973.961,71.8201,-0.269724
2.409,5.104,974.258,71.8203,-0.280808
3.066,4.802,974.256,73.3251,-0.299282
3.216,4.74,974.555,74.9285,-0.269724
3.476,4.352,974.239,78.3828,-0.217996
3.743,4.371,974.549,78.6521,0.177353
3.084,4.278,974.555,79.1303,0.269724
3.779,4.211,974.829,80.293,1.63682
3.705,4.174,974.852,81.5218,2.03955
4.382,4.082,974.852,81.7998,2.33145
4.955,4.277,975.15,79.9192,3.38078
5.427,4.347,975.147,80.2275,4.14931
5.844,4.214,975.15,81.4548,6.53249
5.64,4.078,975.15,81.2514,7.25668
5.592,4.148,975.435,81.8671,4.96218
4.996,4.042,975.446,82.413,3.40295
5.625,4.141,975.596,81.6605,5.06194
5.289,4.363,975.742,81.1803,4.37839
5.788,4.22,975.893,82.9542,4.38948
5.849,4.172,975.744,83.0973,5.62355
5.62,4.156,975.739,84.0847,3.96457
4.64,3.766,975.595,85.6224,2.90415
4.545,3.566,975.298,86.1728,2.39056
4.617,3.59,975.137,87.2009,2.55683
5.134,3.49,975.149,88.0912,3.56183
4.421,3.444,975.15,88.1599,1.73288
4.492,3.408,974.852,87.9549,1.89915
3.96,3.398,975.001,88.8433,0.7168
3.695,3.371,975.001,88.9117,0.247555
3.129,3.584,974.852,87.4765,-0.325146
3.124,3.764,974.852,87.6473,-0.096066
3.226,3.68,974.555,88.3649,-0.151489
3.053,3.539,974.555,88.4333,-0.469245
3.145,3.546,974.555,88.4333,-0.262334
2.893,3.602,974.406,88.3649,-0.295588
2.406,3.697,974.258,87.1348,-0.280808
2.523,3.762,974.555,86.4514,-0.269724
2.424,3.798,974.555,86.7247,-0.280808
1.92,3.873,974.555,88.7066,-0.299282
2.052,3.695,974.555,88.775,-0.291893
3.073,3.265,974.555,90.5518,0.609649
4.372,2.538,974.406,93.6272,4.21951
5.21,2.047,974.555,95.6774,6.69875
5.674,2.06,974.555,95.8141,9.51053
6.45,2.153,974.555,95.5082,10.7446
6.285,1.696,974.852,97.0837,9.5364
6.157,1.771,974.852,97.8098,8.91197
5.964,1.992,975.453,98.4979,6.89458
5.455,2.038,975.745,98.9067,6.29602
4.757,2.037,976.043,99.3849,6.06324
5.246,2.318,976.339,99.579,9.47358
5.574,2.419,976.637,99.5739,10.6227
5.628,2.299,976.934,99.8121,7.24559
4.879,2.35,977.231,99.9829,5.43512
4.528,2.666,977.513,99.9129,4.28233
3.282,3.099,977.825,99.7029,1.40404
3.993,3.527,978.135,98.7879,0.816561
1.95,4.052,978.715,94.2101,-0.362095
1.292,4.714,979.458,89.4689,-0.314062
2.442,5.06,979.312,86.4265,-0.299282
2.582,4.978,979.455,84.7181,-0.291893
2.758,4.578,979.307,86.5972,-0.280808
1.898,4.579,979.537,86.4606,-0.262334
2.09,4.393,979.589,87.485,-0.251249
1.776,4.413,979.458,88.2461,-0.299282
1.706,4.224,979.161,91.8088,-0.288198
2.587,4.114,979.012,93.6247,-0.269724
1.464,4.158,979.012,90.6914,-0.280808
1.597,4.246,978.863,90.9976,-0.251249
2.317,4.952,979.012,86.5575,-0.280808
2.826,4.992,979.012,85.5176,-0.203216
3.29,4.971,979.012,86.5974,0.687241
2.995,5.138,978.846,86.9387,0.890458
2.956,4.741,978.8,88.5095,0.690936
1.873,4.28,979.147,86.3924,0.532058
1.593,5.125,979.012,82.4313,0.605955
2.661,5.062,978.927,83.1825,0.613344
2.166,5.135,979.139,82.7728,1.21191
2.334,4.927,978.949,85.2997,1.19344
1.852,4.903,978.993,83.3874,0.720495
2.533,4.849,979.012,84.3435,0.886763
3.955,4.476,978.715,86.9567,1.13432
4.372,4.34,978.418,87.9246,2.80808
4.217,4.221,978.418,89.3595,2.38687
4.675,4.17,978.418,89.9744,3.93501
5.398,4.072,978.418,90.1452,6.24059
4.665,3.991,978.566,91.1358,11.7681
5.498,3.757,978.477,93.6635,10.5229
4.701,3.514,978.112,95.7385,9.56226
5.398,3.328,978.122,96.6978,10.4084
5.314,3.161,978.271,97.069,7.18278
5.202,3.341,978.693,94.9189,6.00043
4.214,3.354,978.704,93.8307,6.27385
5.095,3.201,978.717,95.199,5.28732
5.709,3.282,979.001,92.7387,4.36361
5.151,3.264,979.312,91.4061,4.45598
4.5,3.257,979.609,90.4493,4.17887
4.95,3.389,979.292,90.6885,5.34644
4.953,2.795,979.312,95.6774,8.43533
5.676,2.123,979.312,98.4111,11.6092
5.106,2.474,979.609,96.4633,9.66572
5.129,2.511,979.906,95.4041,11.8752
5.964,2.187,979.906,96.0191,14.5097
7.377,1.283,979.609,98.9578,17.0369
7.275,1.398,979.906,99.5763,15.2634
6.906,2.081,980.203,97.6687,11.6166
6.196,2.218,980.352,95.4813,9.24081
5.215,2.099,980.501,95.3104,7.60769
4.522,2.231,980.501,92.473,4.3008
4.479,2.441,980.501,90.5525,3.02238
4.359,2.563,980.798,88.3654,0.502499
3.415,2.986,981.095,85.2213,-0.317757
0.972,3.099,981.244,83.0002,-0.269724
0.468,3.193,981.392,82.351,-0.269724
0.507,2.802,981.69,86.5881,-0.291893
0.179,2.775,981.541,86.7248,-0.133014
0.077,2.556,981.69,87.7499,0.0628124
0.0,2.703,981.69,85.2213,-0.0923711
0.234,2.778,981.69,85.8022,-0.0258639
0.81,2.815,981.69,86.9981,-0.262334
1.91,2.322,981.69,90.0735,-0.0738969
2.615,2.117,981.838,91.987,0.214301
2.373,1.887,981.69,93.3539,0.0369485
0.591,2.22,981.69,89.1167,-0.325146
0.264,2.607,981.838,86.8285,0.0591175
1.678,2.405,981.987,86.964,-0.0591175
0.265,2.564,982.136,84.7771,-0.302977
0.739,2.924,981.838,83.2736,-0.299282
1.635,2.897,981.987,83.171,-0.495109
1.912,3.267,982.284,78.7289,-0.280808
2.623,3.282,982.284,79.0022,-0.280808
2.607,3.522,982.284,77.0203,-0.314062
2.363,2.757,981.987,79.8907,-0.299282
1.851,1.195,981.69,92.0554,-0.0775917
2.638,-0.08,981.244,99.5742,-0.096066
3.438,1.315,981.696,95.8284,-0.232775
2.951,1.667,981.781,93.4449,-0.314062
3.175,1.84,982.016,86.2632,-0.317757
1.049,2.34,982.313,85.4099,-0.280808
0.0,1.893,982.146,89.7468,-0.299282
0.0,1.709,982.302,93.5751,-0.299282
0.092,1.173,982.645,94.1281,-0.24386
1.596,0.935,982.812,93.998,-0.266029
3.494,0.703,982.881,94.1372,0.0554227
3.44,1.028,983.18,91.3348,-0.339926
3.756,1.734,983.775,81.0118,-0.151489
4.273,1.976,983.775,81.0118,-0.0591175
2.76,2.025,984.198,76.7048,-0.299282
1.044,2.507,984.675,75.6672,-0.317757
2.241,2.478,984.663,78.2513,-0.280808
2.74,1.84,984.96,76.4053,-0.299282
3.71,1.766,984.96,77.0203,-0.225386
3.468,1.869,985.258,74.0766,-0.0332536
1.752,2.923,985.851,74.5872,-0.299282
0.037,3.062,985.952,79.8014,-0.299282
0.167,3.713,986.293,82.8011,-0.299282
0.204,2.746,987.036,91.3334,-0.310367
0.146,2.916,987.036,91.3784,-0.280808
0.0,2.654,987.156,90.8998,-0.269724
0.0,3.337,987.031,88.5778,-0.288198
0.21,3.111,987.031,89.7935,-0.299282
1.234,3.135,986.499,88.0817,-0.251249
1.224,3.765,986.211,84.2466,-0.299282
1.092,3.704,986.165,78.7165,-0.195827
1.803,3.724,985.577,74.9275,-0.280808
1.779,4.749,985.55,68.4759,-0.280808
2.365,4.187,985.587,68.4759,-0.280808
2.49,4.437,985.571,64.176,-0.247555
2.623,5.425,985.572,60.2873,-0.299282
2.119,4.974,985.591,60.1533,-0.273419
2.258,5.133,985.374,58.1103,-0.0369485
3.224,4.889,985.091,57.9725,1.19344
3.01,4.726,984.654,56.5476,3.21082
2.389,4.727,984.775,56.5477,2.81178
2.165,4.664,984.657,55.2501,3.04825
2.586,4.568,984.361,53.0061,3.34383
3.234,4.59,984.51,51.7161,3.56553
2.521,4.472,984.361,51.2383,3.79461
2.406,4.388,984.361,51.614,3.5138
2.137,4.281,984.361,51.8531,3.17387
3.506,4.068,984.064,50.76,2.6492
4.166,3.903,983.767,49.0521,2.06542
3.567,3.732,983.832,50.0769,3.45838
4.482,3.534,983.975,51.5848,5.56074
3.127,3.325,984.066,52.4499,4.21582
2.406,3.258,984.068,53.3696,2.96327
2.842,3.085,984.043,54.1926,2.10237
3.043,3.024,983.769,53.5793,1.25625
3.007,3.209,983.472,51.4608,0.321452
2.877,3.405,983.771,48.8638,-0.136709
2.304,3.473,983.919,47.497,-0.214301
2.05,3.468,983.755,46.5402,-0.343621
1.93,4.039,984.068,43.5332,-0.302977
1.372,4.365,984.068,43.0206,-0.299282
0.653,4.453,984.041,43.2591,-0.280808
1.413,4.488,984.048,43.3267,-0.280808
1.629,4.483,984.06,43.4617,-0.269724
2.101,4.35,984.062,43.6656,-0.280808
1.748,4.291,984.042,41.8892,-0.280808
2.045,4.081,984.059,42.6395,-0.314062
2.531,3.924,984.067,44.2134,-0.24386
3.634,3.618,984.063,45.1714,1.27103
4.515,3.32,984.055,45.0331,2.80439
5.019,3.299,984.065,43.8747,3.05933
3.855,3.198,983.907,43.2596,2.77113
2.429,3.004,983.771,40.2527,3.28841
5.197,3.208,983.883,34.8539,4.41534
4.65,2.969,984.068,36.4941,2.80069
5.057,3.271,984.068,32.3253,2.16887
4.087,3.417,984.068,32.462,1.07151
3.3,3.028,983.919,34.9223,0.812866
3.272,3.107,983.771,33.3504,0.3584
4.036,3.091,983.325,32.8379,0.539447
4.767,3.342,983.473,31.5052,1.01978
3.226,2.853,983.164,33.6921,0.720495
3.756,3.065,983.176,30.2067,0.823951
4.123,3.144,983.176,29.455,0.95327
4.64,3.12,983.176,32.667,1.25625
4.357,2.847,983.176,32.8037,1.32645
3.106,2.867,983.176,32.3253,1.7218
3.853,2.769,982.879,33.8971,1.23408
3.404,2.681,982.73,33.4188,1.16757
3.537,2.676,982.582,33.4188,1.2156
2.378,2.737,982.284,32.1886,0.454466
2.177,2.988,982.136,30.9585,0.177353
1.421,3.103,981.838,31.5052,0.140404
0.961,3.203,981.69,31.7786,0.0886763
0.117,3.04,981.69,31.9157,-0.343621
0.0,3.124,981.541,31.9882,-0.299282
0.0,3.064,981.69,33.3571,-0.299282
0.0,3.047,981.442,35.9542,-0.280808
0.0,3.061,981.409,33.4248,-0.280808
0.0,2.951,981.393,34.7906,-0.299282
0.256,2.883,981.096,33.9008,-0.299282
0.179,3.001,981.096,33.9002,-0.299282
0.0,2.687,980.947,34.1762,-0.299282
0.649,2.745,981.096,32.877,-0.299282
1.578,2.683,981.393,35.5432,-0.299282
1.196,2.456,981.69,36.087,-0.299282
0.985,2.029,981.988,36.4621,-0.280808
1.647,2.299,981.69,35.7454,-0.280808
0.49,2.486,981.988,35.9507,-0.299282
0.0,2.685,981.988,34.5147,-0.299282
0.0,2.848,982.285,34.1025,-0.280808
0.012,2.903,982.582,34.8539,-0.280808
0.77,2.294,982.864,39.9795,-0.280808
1.076,2.367,983.473,39.0872,-0.299282
1.405,3.326,983.781,38.0531,-0.203216
1.482,3.509,984.213,39.2144,0.0849814
1.861,3.495,984.064,40.4081,-0.110845
1.277,3.481,984.213,40.5807,-0.277113
1.442,4.226,984.51,38.6673,-0.247555
0.726,4.712,984.658,37.2901,-0.280808
0.531,4.799,984.416,37.2887,-0.291893
0.592,5.301,984.655,35.4448,-0.280808
1.056,5.511,984.518,36.6,-0.269724
2.389,5.837,984.513,36.9347,-0.269724
2.568,4.806,984.365,39.1876,-0.317757
1.87,5.123,984.264,38.3026,-0.280808
1.568,5.436,983.986,36.8049,-0.299282
1.152,5.653,983.9,37.2141,-0.314062
2.567,5.646,984.009,44.4187,-0.328841
3.417,5.325,983.198,44.8923,-0.302977
3.303,5.413,983.216,44.6493,-0.203216
3.285,5.213,983.229,46.834,-0.144099
2.905,4.938,983.107,47.2436,-0.0923711
1.247,5.437,983.172,45.5027,-0.302977
2.367,5.72,983.201,47.1753,-0.269724
1.256,5.887,983.359,47.107,-0.251249
1.577,5.611,983.054,48.3359,-0.280808
2.227,5.377,983.21,49.806,-0.280808
1.892,5.488,982.895,49.4355,-0.280808
2.798,5.558,982.89,49.7115,-0.280808
3.45,5.265,982.24,53.5678,-0.225386
1.955,5.003,981.98,53.8826,0.162573
2.846,4.795,981.535,56.616,0.284503
2.668,4.316,981.308,57.3672,0.199522
3.934,3.994,980.795,61.8893,1.52228
3.509,3.745,981.092,64.9018,1.38926
3.073,3.521,980.943,65.4483,0.997608
2.722,3.428,980.927,65.2492,0.24386
2.508,3.23,981.391,67.9951,0.332536
4.115,3.26,981.392,67.3111,0.502499
2.913,3.153,981.362,66.698,2.51249
3.157,3.046,981.392,67.1772,2.83025
2.674,3.058,981.363,66.2224,1.67746
2.549,3.05,981.095,65.1973,1.59248
2.946,2.998,981.095,64.924,3.20343
3.323,3.012,981.095,64.7873,3.21082
3.346,2.802,981.095,65.6074,4.97326
4.426,2.743,980.798,66.1199,5.60139
4.036,2.576,981.095,67.1109,4.37839
4.902,2.6,981.095,66.0858,4.12345
4.968,2.817,981.095,61.2677,3.44729
4.889,2.861,981.095,60.8918,3.26255
4.711,3.01,981.095,58.8416,2.36101
4.403,3.057,981.095,57.9532,1.3634
4.273,3.003,981.095,57.1331,2.07281
4.558,3.067,981.095,55.7321,2.16518
4.614,3.212,981.095,54.4678,2.29819
4.833,3.265,980.947,53.9894,2.57531
3.654,3.205,981.095,53.2035,1.27103
4.179,3.25,981.095,51.1191,1.47055
4.051,3.407,980.798,51.6316,1.45946
4.538,3.308,980.501,52.0758,3.62834
5.304,3.263,980.5,51.1865,4.94001
5.146,3.378,980.779,48.9322,3.46946
4.606,3.622,981.095,47.3603,1.04934
4.642,3.698,981.071,47.6337,2.10606
4.8,3.508,980.463,47.292,3.12214
5.108,3.597,980.489,45.856,1.95827
5.365,3.57,980.481,45.3088,3.25885
4.265,3.531,980.501,45.6509,1.26733
3.723,3.377,980.495,47.9055,1.35231
3.119,3.168,980.459,48.863,-0.254944
1.833,3.232,980.498,44.9679,-0.328841
1.642,3.468,980.649,45.3784,-0.317757
1.805,3.383,980.501,46.2669,-0.302977
0.422,3.335,980.203,44.4217,-0.299282
1.37,3.375,980.203,46.4719,-0.280808
2.108,2.94,980.203,48.1804,-0.506194
0.999,2.66,979.906,51.0507,-0.280808
1.8,2.38,979.757,52.1442,-0.299282
2.516,2.288,979.906,50.2306,-0.317757
3.351,2.284,979.906,53.716,-0.299282
3.601,1.861,979.906,52.8276,-0.24386
3.42,2.16,980.055,49.6841,-0.299282
3.611,2.126,979.609,50.7091,0.775918
4.115,1.92,979.312,54.3312,2.10606
4.581,1.402,979.312,51.495,2.61595
4.074,1.238,979.014,53.7169,3.12584
4.056,1.128,978.866,52.3557,3.06303
4.074,1.325,978.885,48.9077,4.04216
4.115,1.354,979.341,47.8506,4.44859
5.22,1.399,979.338,47.9192,6.96478
4.736,1.463,979.375,44.6369,6.12236
4.296,0.921,979.41,49.7638,6.75048
5.004,0.658,979.4,51.2003,7.31579
5.378,0.805,979.641,53.2216,12.0932
5.157,0.507,979.553,54.3496,11.7607
5.638,0.555,979.576,56.2639,11.5907
5.174,0.725,979.587,52.4697,10.7446
4.415,0.672,979.56,59.1349,8.73831
4.275,0.654,979.528,54.3492,7.62616
3.883,1.15,979.517,53.6625,7.57813
5.174,1.289,979.652,50.4465,6.86133
4.472,1.301,979.611,56.9019,5.83047
3.275,0.762,979.907,59.5304,3.03347
3.269,0.476,980.055,62.1933,1.72549
2.427,0.326,979.907,64.8607,2.25755
2.949,0.468,979.907,65.612,3.86111
3.318,0.309,979.609,65.9501,3.28102
2.292,0.543,979.609,65.4035,1.90654
1.23,1.183,979.907,65.0265,1.95827
1.586,0.826,979.907,64.8556,1.96196
1.149,1.268,979.609,64.719,1.5075
1.575,0.914,979.309,66.7009,2.04325
3.455,0.588,978.717,66.7009,3.0852
3.16,0.516,978.271,67.6576,3.30689
3.769,0.46,978.122,66.8375,3.65051
3.043,0.607,978.122,65.6757,2.34253
2.982,0.689,977.974,65.8124,2.1504
3.053,0.633,977.974,67.0426,2.16887
3.448,0.599,977.825,67.0443,2.50511
3.303,0.733,977.825,66.0188,2.98544
3.705,0.779,977.528,65.4744,3.78722
3.196,0.862,977.528,67.1164,2.84503
2.546,0.852,977.528,66.7743,2.56422
2.704,1.006,977.528,68.9622,2.07281
2.824,0.987,977.528,70.3987,2.88567
1.929,1.015,977.974,73.0625,2.10237
2.791,0.806,977.825,75.931,2.90415
3.05,0.668,977.528,75.661,5.10628
3.545,0.602,977.383,77.2385,5.42403
4.176,0.49,977.602,78.2702,4.82177
3.188,0.472,977.625,78.8223,3.12584
4.011,0.281,977.528,85.3871,4.48924
4.349,0.059,977.232,86.4809,8.39099
3.585,0.024,977.381,84.4981,5.5903
2.819,0.146,977.53,84.7718,4.25646
1.815,0.0,977.53,82.9255,2.29819
4.107,0.014,977.381,86.2074,4.58161
3.753,-0.122,977.232,85.9669,6.42534
3.812,-0.046,977.232,83.3359,5.85633
4.13,-0.043,977.381,84.156,4.18257
3.715,-0.209,977.232,83.7454,2.54944
2.893,-0.007,977.232,83.0621,1.2932
3.175,0.017,977.232,80.8067,2.70832
4.515,-0.28,977.232,83.1311,8.96739
5.106,-0.296,977.232,82.4474,11.7459
4.864,-0.28,977.232,83.0627,14.8348
5.505,-0.28,977.232,82.6525,15.4334
5.551,-0.386,977.232,82.3449,14.7203
6.916,-0.416,976.935,82.3791,15.5294
6.211,-0.413,976.935,81.6271,13.4492
5.712,-0.483,976.935,81.2169,15.0491
5.689,-0.499,976.935,82.3107,13.0465
5.653,-0.589,976.638,84.1565,16.5123
6.109,-0.757,976.638,84.9427,18.9509
5.531,-0.719,976.638,83.1311,14.3803
4.808,-0.759,976.638,82.8576,12.278
4.904,-0.819,976.638,82.8576,12.2521
4.866,-0.899,976.34,83.4729,15.4038
4.785,-1.024,976.043,86.3442,14.9124
4.571,-1.123,976.043,87.1646,12.725
4.647,-1.304,976.043,88.1217,12.9393
4.968,-1.502,975.746,88.8053,14.0552
5.658,-1.503,975.597,87.5109,14.4875
5.022,-1.497,975.448,87.0384,14.0182
6.453,-1.356,975.448,87.1061,16.6785
6.486,-1.62,975.3,89.502,13.5305
6.346,-1.616,975.151,88.376,12.5773
5.763,-1.514,974.854,84.0684,11.14
5.465,-1.097,974.854,79.6904,12.1043
5.803,-1.079,974.854,81.3646,10.5488
4.938,-1.279,974.705,77.3294,7.94022
4.744,-1.406,974.407,79.7517,8.16561
4.125,-1.476,974.259,87.7196,6.80591
3.636,-1.611,974.259,88.2346,5.54966
4.303,-1.8,974.259,89.4356,7.05346
4.93,-1.804,973.961,88.2049,9.02651
5.281,-1.696,973.664,85.7436,10.2199
6.022,-1.902,973.664,90.6666,9.54379
5.803,-1.642,973.664,74.7008,7.51901
3.422,-1.898,973.664,91.2478,5.57183
3.886,-2.119,973.367,94.7008,8.13235
4.372,-2.322,973.367,96.2735,7.23451
4.148,-2.372,973.367,96.7179,4.61856
4.734,-2.28,973.218,95.8974,6.33666
4.938,-2.458,973.069,96.9572,8.61269
5.289,-2.598,973.069,98.0171,9.90958
5.396,-2.734,972.921,98.735,8.91566
5.551,-2.79,973.069,99.2137,8.36882
6.601,-2.692,973.069,99.282,10.0389
5.928,-2.23,973.367,93.0598,9.46619
6.488,-1.923,973.665,78.9743,8.57204
5.954,-1.054,974.259,73.3675,6.38839
6.109,-1.155,974.259,74.8591,6.98326
6.555,-0.692,974.408,66.9287,6.20365
6.338,-0.379,974.854,58.8618,5.54596
4.831,0.21,975.449,54.3835,1.64421
3.96,0.845,975.332,49.1443,0.417518
3.86,1.202,975.596,43.0549,0.125625
3.606,1.475,975.743,48.0737,0.133014
2.898,1.568,976.042,69.2573,0.698326
2.567,1.827,976.342,65.5852,1.09367
1.473,1.791,976.338,68.5227,1.13062
1.878,2.286,976.635,68.7959,1.09737
2.32,2.559,976.486,62.3552,0.993913
3.007,2.917,976.195,59.0746,1.37448
2.434,3.475,976.337,56.9575,1.15649
3.187,3.674,975.742,54.5588,2.54205
5.042,3.847,975.536,53.2963,4.16779
3.832,3.178,974.891,50.9066,8.69767
4.983,4.247,974.945,51.212,12.193
4.762,3.744,974.753,47.9952,13.0243
4.685,2.906,974.12,47.3519,17.2613
5.327,2.96,974.25,46.6036,15.2634
4.252,3.154,974.256,44.2543,15.4999
4.135,3.504,974.256,44.2547,14.2658
4.25,3.22,974.256,45.2791,11.6942
4.92,3.81,974.553,46.8499,13.7264
4.179,3.612,974.553,45.5865,12.4701
4.973,3.527,974.553,44.9035,14.7868
4.787,3.46,974.553,45.3474,17.4803
4.456,3.5,974.553,45.7572,17.0517
5.546,3.059,973.989,47.6694,20.1221
5.839,3.122,974.298,46.7816,17.654
5.648,2.908,973.959,47.0554,18.0087
6.038,2.892,973.663,47.615,19.0248
6.674,2.738,973.366,48.2323,18.138
7.135,2.581,972.92,48.4372,16.213
6.939,2.402,972.817,50.2149,16.9741
4.693,2.3,972.906,51.1829,14.4173
4.484,2.071,973.069,51.5965,13.2239
4.744,2.05,973.069,51.7341,11.7348
4.831,2.067,973.069,52.1784,10.2606
4.487,1.966,973.069,52.8276,10.4453
4.492,2.018,973.069,52.6909,11.2286
4.803,1.895,973.069,52.6909,9.01912
4.517,1.766,972.772,52.8276,8.96739
4.441,1.745,972.772,51.3924,9.07823
5.495,1.747,972.623,49.9595,9.55118
5.238,1.604,972.772,50.2379,6.96848
4.494,1.572,972.476,50.24,4.99174
4.64,1.647,972.489,48.6034,3.58769
4.512,1.736,972.765,48.1603,1.95088
4.39,1.703,972.635,48.5371,1.55184
4.135,1.515,972.713,48.1967,0.764833
3.585,1.635,972.751,47.1031,0.332536
3.466,1.5,972.748,49.0173,0.140404
3.438,1.5,972.772,49.4958,-0.217996
2.19,1.276,972.772,50.0427,-0.299282
1.726,1.247,972.772,49.6325,-0.280808
1.275,1.225,972.772,49.4957,-0.269724
1.642,1.392,972.772,49.4261,-0.280808
2.004,1.426,972.921,47.9234,-0.269724
2.584,1.558,973.069,47.5132,-0.269724
2.852,1.534,972.921,46.8287,-0.269724
3.045,1.47,972.772,47.274,-0.269724
3.234,1.461,972.623,47.5124,-0.269724
3.191,1.441,972.623,45.0514,-0.288198
